0.04,0.96,-2.8094
0.78,0.93,-3.4493
0.27,0.76,-3.1331
0.39,0.34,-2.0548
0.79,0.21,-0.76083
0.18,0.74,-2.6245
0.59,0.86,-4.23
0.19,0.17,-0.31766
0.75,0.72,-2.8943
0.28,0.45,-1.9015
0.09,0.02,0.71168
0.47,0.46,-2.84
0.85,0.18,-0.10751
0.78,0.28,-1.0728
0.15,0.23,-0.3755
0.11,0.84,-2.5999
0.42,0.3,-2.1083
0.5,0.88,-4.4803
0.09,0.6,-1.4265
0.95,0.83,-2.3744
0.88,0.34,-0.61436
0.43,0.77,-4.0267
0.92,0.27,-0.21734
0.4,0.86,-4.2277
0.5,0.59,-3.3594
0.58,0.03,-1.0233
0.13,1,-3.4149
0.24,0.66,-2.5945
0.42,0.09,-1.1181
0.42,0.62,-3.2741
0.26,0.44,-1.7742
0.58,0.34,-2.2572
0.11,0.53,-1.4466
0.74,0.6,-2.4902
0.91,0.84,-2.4694
0.16,0.2,-0.20941
0.79,0.67,-2.384
0.69,0.11,-0.8518
0.18,0.58,-1.84
0.09,0.42,-0.79266
0.12,0.8,-2.542
0.63,0.48,-2.5987
0.37,0.25,-1.7247
0.29,0.2,-1.0231
0.45,0.43,-2.7514
0.84,0.06,0.40453
0.56,0.34,-2.3197
0.78,0.78,-3.0308
0.5,0.58,-3.2597
0.48,0.83,-4.1944
0.97,0.57,-1.3288
0.41,0.09,-1.1064
0.31,0.54,-2.5005
0.27,0.23,-1.0351
0.43,0.73,-3.8269
0.4,0.34,-2.2014
0.97,0.68,-1.7666
0.97,0.38,-0.51966
0.64,0.33,-2.0997
0.06,0.91,-2.73
0.2,0.47,-1.6574
0.26,0.96,-3.9487
0.7,0.95,-4.179
0.7,0.33,-1.5711
0.4,0.24,-1.7978
0.38,0.63,-3.235
0.86,0.93,-3.1524
0.08,0.95,-2.8662
0.67,0.56,-2.6859
0.12,0.3,-0.46054
0.74,0.17,-0.67934
0.31,0.27,-1.3068
0.95,0.21,0.010071
0.61,0.03,-0.98008
0.64,0.08,-0.81822
0.21,0.14,-0.24786
0.78,0.5,-1.7667
0.69,0.7,-3.2017
0.85,0.77,-2.5653
0.99,0.72,-1.8635
0.99,0.84,-2.3315
0.44,0.64,-3.4244
0.97,0.32,-0.27434
0.18,0.2,-0.27553
0.33,0.29,-1.7252
0.51,0.11,-1.427
0.72,0.48,-2.117
0.51,0,-1.0391
0.71,0.79,-3.3856
0.88,0.64,-1.8062
0.42,0.72,-3.7545
0.49,0.67,-3.6271
0.41,0.95,-4.6647
0.56,0.67,-3.6402
0.69,0.21,-1.1407
0.73,0.48,-2.1116
0.06,0.94,-2.8711
0.56,0.12,-1.3863
0.69,0.06,-0.54822
0.36,0.17,-1.266
0.99,0.22,0.023078
0.65,0.36,-2.0276
0.12,0.75,-2.2605
0.5,0.38,-2.5728
0.89,0.69,-1.9635
0.04,0.41,-0.56352
0.39,0.06,-1.0168
0.5,0.12,-1.4254
0.56,0.61,-3.3569
0.01,0.96,-2.8653
0.52,0.43,-2.7109
0.27,0.32,-1.3958
0.11,0.99,-3.2095
0.96,0.59,-1.4237
0.87,0.46,-1.1441
0.43,0.13,-1.3454
0.52,0.36,-2.4499
0.99,0.23,0.10049
0.63,0.44,-2.4766
0.53,0.47,-2.913
0.06,0.49,-1.1373
0.34,0.58,-2.8128
0.73,0.69,-2.8986
0.92,0.9,-2.721
0.19,0.78,-2.7799
0.39,0.47,-2.6656
0.64,0.54,-2.8017
0.04,0.4,-0.67673
0.27,0.5,-2.1516
0.93,0.4,-0.67677
0.05,0.44,-0.78364
0.69,0.42,-2.0209
0.8,0.42,-1.3351
0.63,0.92,-4.286
0.5,0.96,-4.8065
0.24,0.36,-1.252
0.21,0.89,-3.3048
0.87,0.21,-0.19532
0.5,0.36,-2.4112
0.81,0.62,-2.0763
0.12,0.97,-3.1753
0.39,0,-0.66933
0.64,0.45,-2.4857
0.01,0.12,0.53104
0.07,0.48,-1.0366
0.3,0.14,-0.82631
0.78,0.97,-3.7509
0.22,0.37,-1.3063
0.78,0.47,-1.6967
0.67,0.93,-4.216
0.62,0.9,-4.4109
0.38,0.64,-3.2134
0.93,0.69,-1.841
0.81,0.65,-2.2371
0.08,0.15,0.37985
0.79,0.96,-3.5619
0.49,0.32,-2.2775
0.48,0.78,-4.0772
0.76,0.36,-1.3892
0.49,0.6,-3.4393
0.51,0.01,-1.0744
0.55,0.8,-4.1245
0.55,0.55,-3.2054
0.34,0.42,-2.2198
0.48,0.84,-4.3887
0.9,0.49,-1.193
0.51,0.89,-4.5706
0.2,0.93,-3.4524
0.36,0.06,-0.80892
0.62,0.01,-0.69302
0.12,0.4,-0.86813
0.34,0.76,-3.6194
0.98,0.91,-2.6217
0.39,0.11,-1.1723
0.6,0.23,-1.658
0.51,0.46,-2.8449
0.87,0.8,-2.4481
0.81,0.47,-1.5128
0.96,0.33,-0.40648
0.57,0.53,-3.0267
0.97,0.14,0.50877
0.02,0.81,-2.329
0.13,0.04,0.57539
0.45,0.63,-3.5527
0.17,0.2,-0.34692
0.19,0.91,-3.2746
0.22,0.64,-2.2534
0.64,0.91,-4.3016
0.11,0.49,-1.1068
0.24,0,0.06651
0.92,0,0.83183
0.19,0.9,-3.3532
0.65,0.7,-3.3244
1,0.2,0.15145
0.93,0.7,-1.9281
0.97,0.71,-1.9155
0.74,0.61,-2.6254
0.91,0.72,-1.9491
0.39,0.91,-4.4471
0.62,0.04,-0.87705
0.77,0.29,-0.99802
0.2,0.51,-1.7845
0.44,0.46,-2.762
0.77,0.23,-0.83236
0.94,0.22,0.16852
0.45,0.45,-2.7608
0.29,0.1,-0.69188
0.16,0.41,-1.1313
0.71,0.18,-1.0063
0.77,0.86,-3.2618
0.66,0.15,-1.1228
0.64,0.14,-1.3198
0.83,0.91,-3.1356
0.03,0.2,0.225
0.84,0.91,-3.0306
0.76,0.3,-1.2017
0.12,0.54,-1.4237
0.83,0.35,-0.88489
0.4,0.13,-1.2815
0.03,0.52,-0.99078
0.91,0.34,-0.56479
0.13,0.24,-0.1788
0.74,0.96,-3.808
0.43,0.55,-3.1103
0.58,0.4,-2.5043
0.73,0.64,-2.6829
0.59,0.19,-1.6802
0.16,0.12,0.096574
0.07,0.14,0.22773
0.46,0.9,-4.5461
0.72,0.25,-1.2006
0.94,0.72,-1.9084
0.09,0.85,-2.6702
0.08,0.08,0.60036
0.56,0.17,-1.6251
0.78,0.85,-3.1948
0.81,0.41,-1.221
0.19,0.02,0.29504
0.87,0.41,-1.087
0.96,0.03,0.88155
0.24,0.05,-0.14879
0.85,0.85,-2.7129
0.65,0.83,-3.8663
0.84,0.74,-2.4429
0.32,0.51,-2.4301
0.15,0.99,-3.3031
0.31,0.42,-2.0287
0.76,0.03,-0.0525
0.58,0.25,-1.7801
0.89,0.71,-1.9347
0.43,0.01,-0.86679
0.92,0.46,-0.97388
0.53,0.41,-2.4676
0.53,1,-4.978
0.23,1,-3.8983
0.12,0.87,-2.7036
0.63,0.99,-4.7193
0.48,0.97,-4.9382
0.57,0.13,-1.4319
0.15,0.26,-0.48633
0.51,0.84,-4.3918
0.36,0.31,-1.8492
0.68,0.9,-4.1804
0.45,0.55,-3.1599
0.4,0.61,-3.241
0.32,0.62,-2.9201
0.42,0.44,-2.6162
0.22,0.28,-0.92748
0.85,0.06,0.35042
0.85,0.16,-0.058645
0.73,0.02,-0.23803
0.52,0.13,-1.5213
0.37,0.93,-4.3985
0.16,0.33,-0.83575
0.85,0.22,-0.22128
0.35,0.95,-4.4167
0.23,0.2,-0.66361
0.27,0.74,-3.1619
0.43,0.36,-2.4004
0.94,0.71,-1.9268
0.45,0.18,-1.6509
0.12,0.48,-1.2545
0.05,0.72,-1.9612
0.5,0.39,-2.6333
0.91,0.05,0.6914
0.56,0.46,-2.7387
0.1,0.22,-0.10459
0.27,0.3,-1.311
0.97,0.99,-2.9454
0.17,0.13,-0.044317
0.41,0.89,-4.4
0.6,0.59,-3.1553
0.61,0.64,-3.3418
0.64,0.3,-1.8692
0.46,0.06,-1.2237
0.75,0.11,-0.31923
0.93,0.81,-2.347
0.87,0.32,-0.58275
0.53,0.37,-2.4747
0,0.75,-1.9468
0.77,0.11,-0.29697
0.06,0.27,-0.085507
0.41,0.68,-3.5921
0.94,0.18,0.22633
0.52,0.86,-4.4872
0.33,0.94,-4.3382
0.56,0.76,-3.9117
0.35,0.56,-2.8697
0.68,0.2,-1.2715
0.79,0.06,-0.017006
0.05,0.04,0.79984
0.07,0.6,-1.5701
0.06,0.69,-1.7884
0.8,0.22,-0.48851
0.54,0.33,-2.3663
0.24,0.13,-0.55493
0.82,0.75,-2.6432
0.7,0.64,-2.9435
0.07,0.33,-0.47634
0.31,0.58,-2.7101
0.13,0.56,-1.6048
0.25,0.31,-1.1871
0.1,0.6,-1.5396
0.99,0.64,-1.5387
0.26,0.97,-3.8683
0.87,0.88,-2.7645
0.81,0.91,-3.1971
0.2,0.79,-2.8492
0.98,0.16,0.29677
0.66,0.7,-3.3626
0.87,0.78,-2.3401
0.24,0.6,-2.256
0.39,0.56,-3.0054
0.68,0.83,-3.7642
0.19,0.68,-2.362
0.9,0.25,-0.15155
0.13,0.52,-1.4932
0.8,0.8,-2.8529
0.84,0.1,0.15275
0.81,0.97,-3.3894
0.18,0.25,-0.62423
0.11,0.72,-2.128
0.89,0.46,-0.99838
0.67,0.13,-1.0102
0.58,0.72,-3.757
0,0.88,-2.604
0.83,0.95,-3.303
0.27,0.31,-1.4042
0.94,0.8,-2.2868
0.77,0.22,-0.81087
0.63,0.61,-3.1026
0.53,0.16,-1.5719
0.3,0.26,-1.4113
0.66,0.83,-3.8167
0.75,0.86,-3.4693
0.94,0.62,-1.607
0.16,0.43,-1.1342
0.31,0.2,-1.13
0.62,0.59,-3.0905
0.41,0.58,-3.2268
0.35,0.88,-4.0474
0.59,0.11,-1.2841
0.28,0.46,-2.1108
0.14,0.67,-1.9889
0.41,0.44,-2.6015
0.28,0.61,-2.6266
0.63,0.02,-0.78004
0.52,0.2,-1.8431
0.75,0.23,-0.97212
0.71,0.88,-3.6942
0.69,0.55,-2.4549
0.6,0.3,-1.9908
0.39,0.2,-1.5356
0.33,0.23,-1.3832
0.86,0.23,-0.31684
0.21,0.51,-1.7497
0.59,0.5,-2.876
0.76,0.68,-2.6352
0.17,0.15,-0.12934
0.47,0.77,-4.0788
0.54,0.09,-1.2997
0.78,0.76,-2.867
0.32,0.52,-2.5621
0.99,0.16,0.3121
0.18,0.87,-3.0827
0.83,0.96,-3.3667
0.33,0.52,-2.6577
0.91,0.59,-1.5764
0.59,0.27,-1.9708
0.77,0.89,-3.4005
0.54,0.92,-4.7196
0.48,0.75,-3.9672
0,0.51,-1.0061
0.72,0.31,-1.4973
0,0.9,-2.7516
0.24,0.67,-2.6371
0.69,0.95,-4.099
0.24,0.76,-3.0638
0.96,0.02,0.87695
0.34,0.8,-3.6459
0.63,0.38,-2.2148
0.7,0.17,-1.0394
0.7,0.29,-1.4512
0.23,0.23,-0.92006
0.9,0.66,-1.9161
0.53,0.32,-2.2671
0.63,0.83,-3.9507
0.21,0.83,-3.1157
0.62,0.52,-2.8175
0.65,0.53,-2.7076
0.28,0.12,-0.58901
0.87,0.04,0.50858
0.4,0.27,-1.929
0.93,0.38,-0.59773
0.65,0.12,-1.1132
0.02,0.87,-2.5479
0.14,0.6,-1.7497
0.33,0.44,-2.1068
0.27,0.8,-3.2549
0.54,0.26,-2.0645
0.76,0.92,-3.6165
0.93,0.82,-2.4139
0.99,0.3,-0.099144
0.27,0.12,-0.67708
0.1,0.05,0.58655
0.68,0.59,-2.862
0.08,0.19,-0.00027066
0.08,0.99,-3.1089
0.29,0.03,-0.35198
0.61,0.52,-2.8936
0.31,0.86,-3.8054
0.94,0.46,-0.82443
0.48,0.06,-1.1829
0.64,0.76,-3.6852
0.04,0.17,0.25937
0.6,0.62,-3.2659
0.6,0.26,-1.9029
0.62,0.51,-2.8453
0.91,0.42,-0.82937
0.85,0.8,-2.6471
0.88,0.22,-0.20979
0.18,0.02,0.31318
0.11,0.83,-2.5505
0.24,0.06,-0.1939
0.84,0.43,-1.1775
0.16,0.52,-1.5585
0.32,0.47,-2.2507
0.15,0.28,-0.58092
0.17,0.08,0.058272
0.78,0.58,-2.1147
0.89,0.07,0.39475
0.17,0.16,-0.18096
0.31,0.92,-4.0064
0.58,0.78,-3.9345
0.93,0.76,-2.1995
0.14,0.41,-0.97903
0.79,0.83,-3.1113
0.36,0.02,-0.70461
0.4,0.82,-4.0511
0.06,0.62,-1.5108
0.71,0.59,-2.5803
0.84,0.7,-2.2945
0.93,0.87,-2.538
0.61,0.16,-1.3931
0.4,0.04,-1.0433
0.78,0.99,-3.835
0.84,0.51,-1.4562
0.91,0.48,-1.0847
0.51,0.06,-1.2216
0.21,0.75,-2.6499
0.96,0.82,-2.3036
0.5,0.44,-2.7384
0.92,0.36,-0.57583
0.62,0.63,-3.2535
0.8,0.69,-2.5022
0.89,0.34,-0.50332
0.81,0.56,-1.7558
0.36,0.25,-1.7446
0.54,0.21,-1.7847
0.62,0.23,-1.6341
0.95,0.41,-0.63754
0.61,0.36,-2.1616
0.62,0.71,-3.5938
0.14,0.94,-3.0865
0.92,0.28,-0.23616
0.82,0.11,-0.03396
0.77,0.6,-2.2686
0.54,0.64,-3.5317
0.77,0.47,-1.7098
0.65,0.86,-3.9988
0.98,0.37,-0.49543
0.34,0.05,-0.6803
0.76,0.14,-0.42419
0.58,0.8,-4.0098
0.9,0.38,-0.72878
0.9,0.18,0.043476
0.37,0.87,-4.1843
0.17,0.59,-1.9147
0.05,0.3,-0.35283
0.76,0.86,-3.2487
0.93,0.64,-1.7348
0.8,0.52,-1.7606
0.46,0.63,-3.588
0.01,0.45,-0.7873
0.54,0.34,-2.3655
0.24,0.38,-1.4838
0.61,0.01,-0.79945
0.02,0.42,-0.59332
0.71,0.64,-2.7663
0.04,0.98,-2.9492
0.88,0.54,-1.465
0.85,0.73,-2.3752
0.32,0.58,-2.6623
0.44,0.23,-1.8661
0.58,0.44,-2.7283
0.15,0.73,-2.3428
0.08,0.33,-0.47604
0.33,0.91,-4.075
0.9,0.92,-2.8675
0.19,0.07,0.12943
0.54,0.2,-1.7373
0.98,0.87,-2.4793
0.65,0.23,-1.424
0.17,0.73,-2.3804
0.53,0.29,-2.2464
0.45,0.46,-2.894
0.55,0.11,-1.362
0.51,0.88,-4.513
0.79,0.39,-1.2549
0.22,0.71,-2.528
0.65,0.06,-0.89041
0.74,0.32,-1.3932
0.25,0.66,-2.7165
0.97,0.2,0.1754
0.32,0.98,-4.3206
0.5,0.2,-1.8576
0.49,0.96,-4.7869
0.5,0.17,-1.7079
0.31,0.59,-2.6555
0.87,0.56,-1.6362
0.17,0.87,-2.9936
0.73,0.83,-3.3997
0.92,0.26,-0.11981
0.42,0.16,-1.5194
0.86,0.82,-2.6886
0.63,0.2,-1.4591
0.73,0.72,-2.9428
0.41,0.66,-3.5179
0.15,0.7,-2.2079
0.61,0.84,-4.1098
0.94,0.44,-0.82664
0.47,0.11,-1.3776
0,0.71,-1.8043
0.21,0.53,-1.8422
0.53,0.35,-2.4437
0.64,0.9,-4.2543
0.19,0.76,-2.7523
0.92,0.85,-2.4696
0.4,0.01,-0.83069
0.65,0.19,-1.3023
0.2,0.11,-0.12832
0.99,0.9,-2.5845
0.76,0.47,-1.8738
0.81,0.73,-2.5262
0.56,0.13,-1.5004
0.3,0.43,-2.0255
0.21,0.97,-3.6828
0.14,0.72,-2.1717
0,0.85,-2.4224
0.99,1,-3.03
0.38,0.97,-4.6209
0.32,0.13,-0.98214
0.07,0.97,-2.8958
0.8,0.04,0.080356
0.97,0.03,0.85384
0.81,0.46,-1.4195
0.28,0.43,-1.8038
0.05,0.34,-0.40567
0.95,0.28,-0.25471
0.66,0.32,-1.6825
0.09,0.25,-0.09914
0.85,0.09,0.23112
0.04,0.69,-1.8187
0.53,0.68,-3.849
0.2,0.5,-1.7401
0.17,0.6,-1.9574
1,0,1.0865
0.75,0.22,-0.92801
0.97,0.04,0.88496
0.36,0.12,-1.1664
0.94,0.57,-1.3765
0.68,0.47,-2.3657
0.92,0.55,-1.3225
0.13,0.35,-0.73905
0.89,0.67,-1.9151
0.87,0.12,0.16774
0.37,0.86,-4.2065
0.82,0.81,-2.7259
0.54,0.14,-1.5198
0.6,0.92,-4.5243
0.32,0.61,-2.9023
0.48,0.51,-3.0183
0.88,0.15,0.072226
0.54,0.43,-2.6433
0.15,0.24,-0.35538
0.39,0.6,-3.1056
0.84,0.37,-0.85431
0.28,0.55,-2.4267
0.51,0.55,-3.0941
0.14,0.16,-0.089033
0.6,0.36,-2.2534
0.63,0.29,-1.7722
0.25,0.27,-1.0949
0.2,0.69,-2.4613
0.88,0.04,0.60182
0.55,0.45,-2.8145
0.18,0.24,-0.49185
0.05,0.88,-2.5532
0.55,0.22,-1.8402
0.7,0.34,-1.6936
0.55,0.3,-2.1324
0.2,0.73,-2.5815
0.44,0.41,-2.6028
0.34,0.9,-4.2206
0.89,0.23,-0.10328
0.61,0.97,-4.6601
0.45,0.87,-4.405
0.8,0.68,-2.3079
0.62,0.87,-4.1418
0.49,0.44,-2.7002
0.56,0.16,-1.5024
0.11,0.73,-2.1428
0.43,0.35,-2.2891
0.87,0.66,-1.9734
0.75,0.05,-0.26082
0.74,0.83,-3.4295
0.67,0.46,-2.3008
0.29,0.17,-0.89902
0.84,0.49,-1.4656
0.42,0.2,-1.726
0.83,0.21,-0.32848
0.64,0.72,-3.5323
0.68,0.81,-3.668
0.02,0.34,-0.28137
0.85,1,-3.4914
0.29,0.58,-2.5246
0.66,0.27,-1.667
0.6,0.17,-1.5262
0.54,0.82,-4.2434
0.07,0.99,-3.0983
0.34,0.89,-4.1428
0.07,0.03,0.8389
0.1,0.55,-1.3454
0.61,0.57,-3.0105
0.84,0.02,0.54988
0.35,0.96,-4.4924
0.82,0.55,-1.8557
0.95,0.78,-2.1877
0.96,0.91,-2.6489
0.7,0.67,-2.9608
0.73,0.19,-0.81243
0.11,0.66,-1.9249
0.96,0.11,0.53071
0.55,0.61,-3.357
0.49,0.06,-1.2543
0.56,0.97,-4.8623
0.94,0.4,-0.65349
0.22,0.08,-0.148
0.14,0.39,-1.0115
0.52,0.82,-4.2811
0.77,0.85,-3.2882
0.87,0.07,0.48227
0.04,0.78,-2.1699
0.09,0.96,-2.9987
0.71,0.01,-0.29451
0.03,0.07,0.70153
0.35,0.79,-3.7253
0.18,0.66,-2.2504
0.71,0.9,-3.8527
0.48,0.68,-3.7952
0.18,0.59,-1.9684
0.63,0.67,-3.2926
0.95,0.68,-1.728
0.41,0.59,-3.2021
0.03,0.01,0.82447
0.64,0.41,-2.3591
0.03,0.49,-0.86661
0.75,0.91,-3.5846
0.84,0.94,-3.1519
0.81,0.93,-3.4653
1,0.31,-0.27487
0.8,0.37,-1.1334
0.72,0.29,-1.3865
0.88,0.27,-0.32457
0.14,0.54,-1.4961
0.21,0.13,-0.33139
0.4,0.11,-1.2171
0.65,0.88,-4.0889
0.81,0.69,-2.4255
0.22,0.81,-3.0309
1,0.02,0.91116
0,0.86,-2.5446
0,0.03,0.84848
0.35,0.98,-4.5637
0.88,0.28,-0.41962
0.81,0.28,-0.82832
0.86,0.88,-2.9199
0.4,0.1,-1.1263
0.76,0.07,-0.1939
0.84,0.27,-0.49721
0.32,0.73,-3.2807
0.52,0.19,-1.7955
0.21,0.88,-3.2729
0.45,0.67,-3.5394
0.39,0.23,-1.6582
0.43,0.86,-4.3461
0.45,0.79,-4.0428
0.39,0.27,-1.9064
0.07,0.27,-0.1808
0.34,0.15,-1.1332
0.1,0.49,-1.0862
0.5,0.28,-2.1061
0.91,0.14,0.27082
0.5,0.09,-1.3882
0.72,0.64,-2.7113
0.23,0.87,-3.3415
0.05,0.18,0.11261
0.13,0.83,-2.6432
0.54,0.38,-2.4083
0.81,0.5,-1.652
0.04,0.1,0.58521
0.35,0.09,-0.76899
0.36,0.07,-0.8623
0.89,0.96,-3.1395
0.7,0.39,-1.8844
0.25,0.67,-2.5611
0.37,0.75,-3.6675
0.99,0.42,-0.66443
0.53,0.31,-2.2777
0.74,0.68,-2.8186
0.37,0.04,-0.71908
0.45,0.92,-4.5432
0.19,0.82,-2.8193
0.92,0.61,-1.5929
0.13,0.78,-2.4864
0.9,0.2,-0.028964
0.05,0.15,0.31033
0.52,0.01,-0.98735
0.25,0.71,-2.929
0.27,0.17,-0.75723
0.5,0.61,-3.3908
0.03,0.89,-2.559
0.68,0.5,-2.4437
0.01,0.44,-0.8565
0.16,0.53,-1.5986
0.11,0.94,-3.0012
0.35,0.68,-3.371
0.95,0.2,0.25642
0.82,0.63,-2.0795
0.79,0.25,-0.77344
0.38,0.29,-1.9314
0.62,0.26,-1.784
0.49,0.39,-2.5479
0.72,0.9,-3.8389
0.58,0.5,-2.9271
0.52,0.67,-3.7254
0.09,0.91,-2.8843
0.25,0.32,-1.3035
0.66,1,-4.5761
0.2,0.28,-0.76296
0.13,0.59,-1.6308
0.4,0.25,-1.7392
0.66,0.39,-2.0089
0.61,0.8,-3.9633
0.51,0.22,-1.8785
0.96,0.45,-0.8515
0.54,0.19,-1.7052
0.79,0.63,-2.2231
0.77,0.81,-3.1517
0.69,0.65,-3.0044
0.31,0.47,-2.2468
0.92,0.15,0.36233
0.87,0.79,-2.4961
0.98,0.8,-2.2284
0.8,0.55,-1.9011
0.85,0.65,-2.0148
0.95,0.23,-0.064188
0.48,0.39,-2.5368
0.23,0.18,-0.50892
0.08,0.56,-1.3687
0.82,0.73,-2.4995
0.2,0.56,-1.9482
0.28,0.13,-0.63929
0.95,0.15,0.35499
0.39,0.7,-3.4895
0.66,0.89,-4.1381
0.89,0.31,-0.48558
0.53,0.54,-3.1821
0.53,0.06,-1.2097
0.04,0.91,-2.7168
0.43,0.9,-4.5315
0.01,0.92,-2.6787
0.23,0.45,-1.7093
0.43,0.6,-3.302
0.58,0.11,-1.3762
0.79,0.49,-1.7406
0.87,0.42,-0.88315
0.93,0.47,-0.94155
0.11,0.09,0.40702
0.65,0.41,-2.2171
0.5,0.23,-1.9674
0.71,0.12,-0.62498
0.13,0.94,-3.1591
0.71,0.14,-0.85644
0.91,0.85,-2.5038
0.13,0.98,-3.2269
0.29,0.89,-3.7773
0.27,0.85,-3.5613
0.48,0.2,-1.8143
0.06,0.3,-0.2352
0.75,0.66,-2.5482
0.62,0.8,-3.8846
0.66,0.76,-3.5532
0.14,0.23,-0.17844
0.18,0.44,-1.2747
0.79,0.42,-1.3998
0.07,0.68,-1.774
0.5,0.83,-4.4148
0.73,0.45,-1.8432
0.92,0.62,-1.6573
0.65,0.78,-3.7445
0.57,0.62,-3.4067
0.89,0.84,-2.559
0.11,0.1,0.3443
0.6,0.22,-1.6923
